reference_id_code,parent_name,ama_peer_bank,description_of_event,nfr_taxonomy,loss_amount___m_,basel_business_line__level1_,basel_business_line__level_2,business_unit,ubs_business_division,event_risk_category,sub_risk_category,activity,country_of_incident,event_region,month__year_of_settlement,multiple_firms_impacted_code,single_event_multiple_loss_code,date_of_entry,nfr_taxonomy_number,root_cause,learning_outcome,impact,summary,ai_nfr_cluster,ai_nfr_taxonomy,ai_risk_theme,ai_reasoning_taxonomy_steps,ai_reasoning_risk_theme
3213fa07-5388-4be4-ac97-088a3be69a25,"Wagner, Castillo and Jones",Frederick-Bauer,Data Privacy incident occurred in Trade Booking process.,Data Privacy,16.0,Wealth Management,Retail Banking,architect sticky solutions,UBS UK Branch,Compliance Breach,Compliance Breach,Client Onboarding,Germany,AMERICAS,10/2024,Y,Y,2024-12-01,NFR-4198,Vendor failure,The incident highlighted gaps in Trade Booking.,Moderate impact on operations and reputational risk.,Data Privacy event causing $52M loss.,AI Ops,Third-Party Risk,Human Error,"Deployment, Preprocessing, Model Selection",Risk due to Human Error in Trade Booking.
4fce2714-928c-4cb9-a3ff-510f19e6a97e,"Hurst, Nguyen and Brown",Watson-Davis,Fraud incident occurred in Client Onboarding process.,Fraud,13.45,Wealth Management,Asset Management,expedite granular communities,UBS Switzerland,Execution Errors,External Fraud,Client Onboarding,USA,APAC,09/2023,Y,N,2023-10-23,NFR-5434,Process gap,The incident highlighted gaps in Risk Assessment.,Minimal impact on operations and reputational risk.,Data Privacy event causing $91M loss.,AI Ops,Process Failures,Third-Party AI Risk,"Data Collection, Preprocessing, Evaluation",Risk due to Human Error in Client Onboarding.
53aa7c71-047e-445b-b8c6-08dcf4fba458,Jimenez PLC,Chan-Diaz,Third-Party Risk incident occurred in Risk Assessment process.,Fraud,56.02,Asset Management,Asset Management,matrix magnetic experiences,UBS UK Branch,Internal Fraud,Execution Errors,Trade Booking,Singapore,EMEA,05/2024,N,N,2024-07-19,NFR-7100,System failure,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Process Failures event causing $87M loss.,AI Ops,Cybersecurity,Model Risk,"Preprocessing, Deployment, Evaluation",Risk due to Human Error in Client Onboarding.
92c75e41-ce90-4045-89c0-aa028b308afe,"Mitchell, Hanson and Taylor",Conner-Mann,Fraud incident occurred in Transaction Settlement process.,Process Failures,24.46,Retail Banking,Corporate Finance,exploit proactive networks,UBS UK Branch,External Fraud,Execution Errors,Trade Booking,Singapore,AMERICAS,06/2024,Y,N,2024-07-12,NFR-8961,System failure,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Cybersecurity event causing $59M loss.,AI Compliance,Data Privacy,Outsourcing Risk,"Preprocessing, Data Collection, Evaluation",Risk due to Automation Risk in Trade Booking.
92b99d40-81d4-41a6-9394-61bd1f342973,Gill-Ochoa,Burch-Reed,Process Failures incident occurred in Client Onboarding process.,Data Privacy,95.88,Asset Management,Asset Management,transition synergistic e-tailers,UBS UK Branch,Internal Fraud,External Fraud,Transaction Settlement,Switzerland,APAC,04/2024,N,N,2024-05-30,NFR-7258,Process gap,The incident highlighted gaps in Trade Booking.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $66M loss.,AI Ops,Third-Party Risk,Automation Risk,"Preprocessing, Model Selection, Data Collection",Risk due to Third-Party AI Risk in Trade Booking.
c3bcb050-206b-45e8-b725-dde26437085d,Ramirez Group,"Ortega, Meadows and Barnett",Third-Party Risk incident occurred in Risk Assessment process.,Data Privacy,36.62,Wealth Management,Wealth Management,engineer scalable synergies,UBS Switzerland,External Fraud,External Fraud,Client Onboarding,USA,APAC,04/2024,Y,Y,2024-05-29,NFR-3480,Vendor failure,The incident highlighted gaps in Client Onboarding.,Severe impact on operations and reputational risk.,Process Failures event causing $73M loss.,AI Compliance,Data Privacy,Model Risk,"Data Collection, Model Selection, Deployment",Risk due to Third-Party AI Risk in Transaction Settlement.
c83b7b6c-1de3-40c0-b792-7e6a948e2975,Kramer Ltd,Ward PLC,Cybersecurity incident occurred in Trade Booking process.,Process Failures,73.99,Asset Management,Asset Management,synergize cross-platform metrics,UBS AG,External Fraud,External Fraud,Transaction Settlement,UK,EMEA,12/2022,Y,Y,2023-02-02,NFR-8960,Insider threat,The incident highlighted gaps in Transaction Settlement.,Moderate impact on operations and reputational risk.,Data Privacy event causing $59M loss.,AI Compliance,Process Failures,Third-Party AI Risk,"Data Collection, Model Selection, Evaluation",Risk due to Third-Party AI Risk in Trade Booking.
2fa974f2-26ef-415c-82cb-e58a8d39d9ca,"Ford, Ward and Hernandez",Church PLC,Third-Party Risk incident occurred in Trade Booking process.,Third-Party Risk,1.86,Corporate Finance,Asset Management,disintermediate one-to-one supply-chains,UBS Switzerland,Compliance Breach,External Fraud,Trade Booking,India,EMEA,10/2022,N,Y,2022-11-02,NFR-1300,Vendor failure,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Cybersecurity event causing $23M loss.,AI Ops,Data Privacy,Third-Party AI Risk,"Evaluation, Deployment, Model Selection",Risk due to Automation Risk in Risk Assessment.
5d25affc-02b1-4152-ae4a-78087b29e89e,Haley-Hamilton,"Jackson, Carlson and Long",Data Privacy incident occurred in Risk Assessment process.,Data Privacy,92.0,Asset Management,Wealth Management,harness web-enabled supply-chains,UBS Switzerland,Compliance Breach,External Fraud,Risk Assessment,India,AMERICAS,08/2022,N,Y,2022-09-26,NFR-2542,System failure,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Process Failures event causing $24M loss.,AI Compliance,Fraud,Third-Party AI Risk,"Evaluation, Preprocessing, Deployment",Risk due to Automation Risk in Transaction Settlement.
4c8103e1-c291-49e4-aa3a-4c67eb325d0b,Perez-Peters,Odonnell-Burke,Process Failures incident occurred in Risk Assessment process.,Data Privacy,61.64,Wealth Management,Wealth Management,innovate web-enabled users,UBS Switzerland,Compliance Breach,Compliance Breach,Trade Booking,Switzerland,APAC,03/2023,Y,N,2023-03-24,NFR-2555,System failure,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Process Failures event causing $11M loss.,AI Governance,Process Failures,Automation Risk,"Data Collection, Deployment, Preprocessing",Risk due to Model Risk in Risk Assessment.
815882c4-e607-4a91-98c9-89616a50bcc6,Hughes LLC,"Valencia, Brown and Vincent",Data Privacy incident occurred in Transaction Settlement process.,Fraud,23.07,Corporate Finance,Retail Banking,re-contextualize synergistic e-tailers,UBS UK Branch,External Fraud,Execution Errors,Risk Assessment,Germany,EMEA,08/2024,Y,N,2024-10-19,NFR-2016,Vendor failure,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Process Failures event causing $39M loss.,AI Governance,Process Failures,Third-Party AI Risk,"Data Collection, Evaluation, Deployment",Risk due to Automation Risk in Transaction Settlement.
2e24aef7-5877-40a3-858c-86176eb9fb32,Ruiz PLC,Shannon Group,Cybersecurity incident occurred in Transaction Settlement process.,Process Failures,87.32,Retail Banking,Wealth Management,productize end-to-end supply-chains,UBS AG,Compliance Breach,Compliance Breach,Transaction Settlement,USA,EMEA,02/2025,N,Y,2025-04-14,NFR-2431,Vendor failure,The incident highlighted gaps in Transaction Settlement.,Moderate impact on operations and reputational risk.,Data Privacy event causing $30M loss.,AI Compliance,Process Failures,Human Error,"Data Collection, Preprocessing, Deployment",Risk due to Third-Party AI Risk in Transaction Settlement.
cfcf84a0-2241-41b1-a9f8-766536ae3b6c,"Harris, Parks and Morgan","Kelly, Smith and Gross",Third-Party Risk incident occurred in Transaction Settlement process.,Data Privacy,22.07,Asset Management,Asset Management,empower magnetic convergence,UBS UK Branch,Execution Errors,Internal Fraud,Client Onboarding,USA,AMERICAS,01/2024,N,N,2024-03-11,NFR-1582,Process gap,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Data Privacy event causing $78M loss.,AI Compliance,Third-Party Risk,Human Error,"Preprocessing, Deployment, Evaluation",Risk due to Model Risk in Risk Assessment.
3a6a6cf8-b7ab-4516-98ba-6a060c03d251,Atkins-Lewis,"Jones, Wagner and Hernandez",Fraud incident occurred in Risk Assessment process.,Data Privacy,27.88,Retail Banking,Asset Management,scale bricks-and-clicks web-readiness,UBS UK Branch,External Fraud,Execution Errors,Transaction Settlement,Germany,APAC,11/2022,Y,Y,2022-11-20,NFR-3737,Insider threat,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Fraud event causing $87M loss.,AI Ops,Third-Party Risk,Model Risk,"Preprocessing, Model Selection, Evaluation",Risk due to Outsourcing Risk in Trade Booking.
5ca130c7-952a-412d-933a-d0646793ece7,Page-Miller,Donovan-Ward,Third-Party Risk incident occurred in Risk Assessment process.,Cybersecurity,97.82,Corporate Finance,Corporate Finance,mesh proactive e-markets,UBS Europe SE,Execution Errors,Compliance Breach,Client Onboarding,UK,AMERICAS,02/2025,Y,N,2025-03-12,NFR-1189,System failure,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Process Failures event causing $98M loss.,AI Governance,Process Failures,Model Risk,"Model Selection, Preprocessing, Data Collection",Risk due to Human Error in Client Onboarding.
01150d55-1274-4124-b690-a9b0b2d9df01,Liu Group,Wilson PLC,Cybersecurity incident occurred in Risk Assessment process.,Third-Party Risk,78.38,Wealth Management,Retail Banking,transition B2C deliverables,UBS AG,Internal Fraud,Execution Errors,Transaction Settlement,Germany,AMERICAS,03/2023,N,Y,2023-05-10,NFR-8667,Vendor failure,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Third-Party Risk event causing $96M loss.,AI Compliance,Data Privacy,Model Risk,"Model Selection, Deployment, Preprocessing",Risk due to Model Risk in Trade Booking.
145ca790-1e68-4d3b-a418-e231500e7bdf,Pace-Williams,"Mason, Williams and Miller",Data Privacy incident occurred in Client Onboarding process.,Process Failures,7.31,Asset Management,Retail Banking,empower value-added portals,UBS AG,Internal Fraud,Execution Errors,Risk Assessment,UK,AMERICAS,12/2022,Y,N,2023-01-11,NFR-7191,Process gap,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Data Privacy event causing $57M loss.,AI Governance,Data Privacy,Automation Risk,"Preprocessing, Deployment, Evaluation",Risk due to Human Error in Trade Booking.
070fbb59-033d-4f63-9ab1-ef3ba2bc4368,"Richmond, King and Mccullough","Thomas, Lopez and Salazar",Fraud incident occurred in Trade Booking process.,Process Failures,59.55,Wealth Management,Corporate Finance,aggregate cutting-edge supply-chains,UBS AG,Execution Errors,Internal Fraud,Client Onboarding,UK,AMERICAS,02/2024,N,N,2024-03-31,NFR-2508,Process gap,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Fraud event causing $60M loss.,AI Governance,Third-Party Risk,Third-Party AI Risk,"Deployment, Model Selection, Evaluation",Risk due to Outsourcing Risk in Transaction Settlement.
13a8966a-6ce0-4e9f-96e7-b587bec98684,Harris and Sons,"Lawson, Smith and Bailey",Fraud incident occurred in Risk Assessment process.,Process Failures,7.25,Corporate Finance,Wealth Management,orchestrate killer technologies,UBS Switzerland,Internal Fraud,External Fraud,Transaction Settlement,UK,EMEA,04/2025,Y,Y,2025-06-05,NFR-4840,Process gap,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Data Privacy event causing $100M loss.,AI Governance,Data Privacy,Human Error,"Preprocessing, Model Selection, Evaluation",Risk due to Outsourcing Risk in Risk Assessment.
b94bfb1a-f48b-4774-9ebb-0c307acda2e0,Moore PLC,Spears LLC,Process Failures incident occurred in Transaction Settlement process.,Process Failures,99.38,Wealth Management,Asset Management,cultivate revolutionary experiences,UBS Europe SE,Compliance Breach,External Fraud,Trade Booking,USA,APAC,10/2023,N,Y,2023-10-31,NFR-6048,Insider threat,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Data Privacy event causing $63M loss.,AI Compliance,Cybersecurity,Model Risk,"Deployment, Model Selection, Preprocessing",Risk due to Human Error in Trade Booking.
0cba8c73-0e20-4975-972e-b6f3dfd775ca,Armstrong-Wilson,Vasquez and Sons,Third-Party Risk incident occurred in Risk Assessment process.,Third-Party Risk,73.44,Corporate Finance,Asset Management,empower cross-platform infrastructures,UBS AG,Compliance Breach,External Fraud,Client Onboarding,Germany,APAC,04/2023,Y,Y,2023-05-23,NFR-2042,Insider threat,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Cybersecurity event causing $54M loss.,AI Ops,Fraud,Automation Risk,"Data Collection, Evaluation, Deployment",Risk due to Model Risk in Transaction Settlement.
74f2682f-7124-4223-bee3-2244815e0d94,Jacobson-Anderson,Mitchell-Robertson,Fraud incident occurred in Transaction Settlement process.,Cybersecurity,54.01,Corporate Finance,Corporate Finance,repurpose synergistic e-services,UBS Switzerland,Execution Errors,Internal Fraud,Client Onboarding,UK,EMEA,10/2023,Y,N,2023-11-13,NFR-2398,Process gap,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Fraud event causing $39M loss.,AI Ops,Data Privacy,Outsourcing Risk,"Data Collection, Evaluation, Preprocessing",Risk due to Outsourcing Risk in Client Onboarding.
6a63cafc-b30e-403a-8dab-ab589c8a0139,"Navarro, Montoya and Hammond",Cohen-Hartman,Process Failures incident occurred in Transaction Settlement process.,Fraud,41.77,Retail Banking,Asset Management,seize front-end schemas,UBS Europe SE,Compliance Breach,External Fraud,Trade Booking,India,AMERICAS,12/2023,N,Y,2023-12-09,NFR-4545,Process gap,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Process Failures event causing $58M loss.,AI Governance,Third-Party Risk,Outsourcing Risk,"Evaluation, Model Selection, Data Collection",Risk due to Automation Risk in Transaction Settlement.
15ec07ea-9f2b-4e50-af54-7e1005efdc3e,"Bond, Clements and Ramirez",Hernandez Group,Fraud incident occurred in Trade Booking process.,Data Privacy,69.58,Asset Management,Corporate Finance,envisioneer robust metrics,UBS Europe SE,Compliance Breach,Execution Errors,Trade Booking,USA,AMERICAS,05/2025,N,Y,2025-07-06,NFR-4456,Process gap,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Data Privacy event causing $76M loss.,AI Compliance,Fraud,Model Risk,"Deployment, Preprocessing, Data Collection",Risk due to Model Risk in Risk Assessment.
68ca2e20-ad0b-44f1-867b-12f6990a888e,"Oliver, Montes and Reid",Fox-Nguyen,Cybersecurity incident occurred in Client Onboarding process.,Fraud,13.81,Asset Management,Wealth Management,facilitate visionary niches,UBS UK Branch,Execution Errors,Compliance Breach,Risk Assessment,Switzerland,AMERICAS,03/2025,N,N,2025-05-02,NFR-1380,Vendor failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $88M loss.,AI Compliance,Cybersecurity,Automation Risk,"Data Collection, Preprocessing, Evaluation",Risk due to Third-Party AI Risk in Transaction Settlement.
da53a304-9800-4b4e-a65e-062959ae4906,Morris Group,Callahan-Young,Third-Party Risk incident occurred in Trade Booking process.,Third-Party Risk,75.88,Asset Management,Asset Management,incubate value-added bandwidth,UBS Switzerland,Internal Fraud,Compliance Breach,Trade Booking,India,AMERICAS,04/2023,N,Y,2023-04-30,NFR-1293,Insider threat,The incident highlighted gaps in Client Onboarding.,Severe impact on operations and reputational risk.,Fraud event causing $74M loss.,AI Compliance,Cybersecurity,Automation Risk,"Data Collection, Model Selection, Evaluation",Risk due to Third-Party AI Risk in Client Onboarding.
db4a43cb-c600-4590-9bc2-c130d157a917,"Johnson, Luna and Cook",Pratt and Sons,Cybersecurity incident occurred in Transaction Settlement process.,Data Privacy,48.45,Wealth Management,Retail Banking,deploy dot-com markets,UBS AG,Compliance Breach,External Fraud,Risk Assessment,Germany,APAC,04/2024,N,N,2024-06-06,NFR-4920,Process gap,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Fraud event causing $67M loss.,AI Governance,Cybersecurity,Third-Party AI Risk,"Evaluation, Data Collection, Preprocessing",Risk due to Human Error in Trade Booking.
6327ebc4-2e71-45fe-af90-c4acd61a2720,Guerra PLC,"Stein, Rogers and Lamb",Fraud incident occurred in Client Onboarding process.,Process Failures,85.54,Asset Management,Retail Banking,disintermediate value-added e-commerce,UBS Switzerland,Internal Fraud,Execution Errors,Transaction Settlement,Switzerland,AMERICAS,01/2025,Y,N,2025-03-13,NFR-1776,Insider threat,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Process Failures event causing $44M loss.,AI Governance,Third-Party Risk,Third-Party AI Risk,"Data Collection, Model Selection, Evaluation",Risk due to Automation Risk in Risk Assessment.
ebdc0135-09a6-4d50-b5b8-a67fc276b571,"Lowe, Chapman and Branch","Carter, Ware and Lang",Fraud incident occurred in Client Onboarding process.,Data Privacy,31.89,Retail Banking,Retail Banking,grow seamless users,UBS Europe SE,Execution Errors,External Fraud,Transaction Settlement,UK,APAC,09/2022,Y,Y,2022-11-10,NFR-8829,Process gap,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $35M loss.,AI Ops,Data Privacy,Automation Risk,"Deployment, Model Selection, Data Collection",Risk due to Third-Party AI Risk in Transaction Settlement.
7f399dd3-a2a0-40d0-9e7a-40284d98c1a7,"Mann, Cole and Carlson","Mejia, Morris and Guzman",Third-Party Risk incident occurred in Transaction Settlement process.,Process Failures,32.27,Corporate Finance,Wealth Management,repurpose collaborative applications,UBS Switzerland,Compliance Breach,Internal Fraud,Client Onboarding,Singapore,EMEA,05/2025,Y,Y,2025-05-26,NFR-2496,Process gap,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Process Failures event causing $95M loss.,AI Governance,Fraud,Third-Party AI Risk,"Deployment, Preprocessing, Data Collection",Risk due to Model Risk in Trade Booking.
d4dc2b12-0db6-4e63-b1e4-eead46cee860,"Fischer, Brooks and Ramos",Kemp and Sons,Process Failures incident occurred in Risk Assessment process.,Cybersecurity,23.56,Wealth Management,Corporate Finance,facilitate real-time markets,UBS UK Branch,External Fraud,Execution Errors,Client Onboarding,UK,APAC,08/2024,Y,Y,2024-08-12,NFR-5563,Process gap,The incident highlighted gaps in Trade Booking.,Moderate impact on operations and reputational risk.,Fraud event causing $19M loss.,AI Governance,Data Privacy,Outsourcing Risk,"Model Selection, Deployment, Evaluation",Risk due to Model Risk in Trade Booking.
37e75dcf-578c-49b0-a385-828a7e018a9c,Bolton-Gordon,Jimenez and Sons,Fraud incident occurred in Risk Assessment process.,Third-Party Risk,24.93,Retail Banking,Wealth Management,transition collaborative applications,UBS Switzerland,Execution Errors,External Fraud,Client Onboarding,UK,AMERICAS,11/2023,Y,N,2024-01-01,NFR-1753,System failure,The incident highlighted gaps in Trade Booking.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $3M loss.,AI Ops,Cybersecurity,Model Risk,"Deployment, Model Selection, Preprocessing",Risk due to Third-Party AI Risk in Transaction Settlement.
e667eaf9-fe9d-47bd-b95f-af0be7238a01,Thompson LLC,Brown LLC,Data Privacy incident occurred in Risk Assessment process.,Third-Party Risk,70.13,Wealth Management,Wealth Management,enhance transparent partnerships,UBS UK Branch,Execution Errors,Compliance Breach,Client Onboarding,Switzerland,APAC,01/2024,N,Y,2024-02-07,NFR-4706,Vendor failure,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Process Failures event causing $48M loss.,AI Compliance,Data Privacy,Third-Party AI Risk,"Deployment, Evaluation, Data Collection",Risk due to Outsourcing Risk in Risk Assessment.
349f34fe-d82c-4398-8b91-6d4b46adf5cf,Smith-Martinez,Johnson and Sons,Data Privacy incident occurred in Trade Booking process.,Data Privacy,54.5,Corporate Finance,Retail Banking,scale seamless e-business,UBS AG,Execution Errors,Execution Errors,Trade Booking,Switzerland,APAC,09/2023,N,Y,2023-11-12,NFR-5145,System failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $26M loss.,AI Compliance,Data Privacy,Model Risk,"Data Collection, Deployment, Evaluation",Risk due to Third-Party AI Risk in Trade Booking.
e416d3e2-f6ce-4ebd-ae8d-3ee71a768cf1,Snow-Austin,Rivera-Velazquez,Process Failures incident occurred in Transaction Settlement process.,Fraud,93.75,Corporate Finance,Wealth Management,envisioneer intuitive systems,UBS Europe SE,Execution Errors,Compliance Breach,Risk Assessment,Germany,EMEA,06/2022,N,N,2022-06-16,NFR-7326,Process gap,The incident highlighted gaps in Trade Booking.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $53M loss.,AI Governance,Process Failures,Human Error,"Model Selection, Preprocessing, Data Collection",Risk due to Human Error in Trade Booking.
8b556429-8c04-449f-9d97-6e6b40e4b052,"Nicholson, Williams and Rodriguez","Lee, Thompson and Benitez",Third-Party Risk incident occurred in Transaction Settlement process.,Fraud,24.19,Corporate Finance,Asset Management,exploit sticky markets,UBS Europe SE,Execution Errors,External Fraud,Transaction Settlement,Switzerland,APAC,06/2023,N,N,2023-07-13,NFR-6740,Vendor failure,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Cybersecurity event causing $15M loss.,AI Compliance,Third-Party Risk,Outsourcing Risk,"Evaluation, Deployment, Model Selection",Risk due to Human Error in Transaction Settlement.
a7c84889-be40-4774-a492-662685914a76,Jones-Smith,Moore Group,Fraud incident occurred in Client Onboarding process.,Fraud,45.85,Asset Management,Retail Banking,evolve next-generation e-business,UBS Europe SE,Execution Errors,Execution Errors,Client Onboarding,UK,APAC,05/2023,Y,N,2023-06-04,NFR-7691,System failure,The incident highlighted gaps in Transaction Settlement.,Moderate impact on operations and reputational risk.,Process Failures event causing $89M loss.,AI Compliance,Third-Party Risk,Human Error,"Deployment, Model Selection, Preprocessing",Risk due to Third-Party AI Risk in Transaction Settlement.
f0b1c51f-9e76-4ee4-9cf6-504d663d2bed,Martinez-Peterson,Garcia-Fry,Cybersecurity incident occurred in Trade Booking process.,Process Failures,25.43,Corporate Finance,Wealth Management,innovate seamless infrastructures,UBS AG,Compliance Breach,External Fraud,Trade Booking,India,APAC,07/2022,Y,Y,2022-08-28,NFR-3681,Vendor failure,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $33M loss.,AI Governance,Fraud,Model Risk,"Evaluation, Data Collection, Preprocessing",Risk due to Automation Risk in Trade Booking.
ffa6dcc9-be08-4a13-904c-9fce3b8e0d00,"Roberson, Johnson and Bates",Hill-Gonzalez,Fraud incident occurred in Transaction Settlement process.,Third-Party Risk,42.1,Asset Management,Corporate Finance,e-enable synergistic e-markets,UBS AG,Compliance Breach,External Fraud,Transaction Settlement,Germany,APAC,09/2022,Y,Y,2022-11-16,NFR-6447,Process gap,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Data Privacy event causing $26M loss.,AI Governance,Fraud,Automation Risk,"Model Selection, Deployment, Preprocessing",Risk due to Model Risk in Transaction Settlement.
85e16905-2a10-4a02-bc58-a81fe7791120,Simpson-Peterson,Garcia and Sons,Fraud incident occurred in Risk Assessment process.,Third-Party Risk,67.6,Corporate Finance,Asset Management,re-intermediate B2C applications,UBS Switzerland,External Fraud,Internal Fraud,Trade Booking,India,EMEA,03/2023,Y,Y,2023-04-29,NFR-8389,Vendor failure,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Cybersecurity event causing $5M loss.,AI Ops,Third-Party Risk,Outsourcing Risk,"Data Collection, Deployment, Preprocessing",Risk due to Third-Party AI Risk in Transaction Settlement.
dea5ae6d-5c53-4839-82bd-6d6cb6ac2ca2,Stokes PLC,"Hunt, Powell and Cordova",Fraud incident occurred in Risk Assessment process.,Fraud,38.28,Retail Banking,Wealth Management,streamline open-source architectures,UBS Europe SE,Compliance Breach,Compliance Breach,Trade Booking,UK,APAC,06/2024,N,Y,2024-08-12,NFR-6325,Process gap,The incident highlighted gaps in Trade Booking.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $70M loss.,AI Ops,Process Failures,Third-Party AI Risk,"Model Selection, Data Collection, Preprocessing",Risk due to Automation Risk in Transaction Settlement.
85ebaa30-cc06-49a1-8b68-bf1ba49ec1a3,Shaw Inc,"Shepherd, Woods and Freeman",Fraud incident occurred in Trade Booking process.,Cybersecurity,4.84,Corporate Finance,Wealth Management,strategize cross-media synergies,UBS Switzerland,External Fraud,Internal Fraud,Client Onboarding,India,AMERICAS,08/2022,N,Y,2022-08-15,NFR-5096,System failure,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $16M loss.,AI Governance,Process Failures,Automation Risk,"Model Selection, Evaluation, Deployment",Risk due to Automation Risk in Client Onboarding.
c87fb0fd-d117-48cf-9f6d-18bf4a36ddc4,Vazquez LLC,Clark-Snow,Fraud incident occurred in Risk Assessment process.,Fraud,12.08,Asset Management,Corporate Finance,deliver B2C e-business,UBS Switzerland,External Fraud,Compliance Breach,Transaction Settlement,Germany,APAC,02/2024,N,N,2024-03-06,NFR-6492,Vendor failure,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $56M loss.,AI Ops,Data Privacy,Outsourcing Risk,"Model Selection, Deployment, Data Collection",Risk due to Automation Risk in Trade Booking.
b94ca3e0-2a8d-4805-8203-00f645847474,"Roy, Boyer and Smith",Delgado-Lowe,Cybersecurity incident occurred in Client Onboarding process.,Fraud,59.48,Asset Management,Retail Banking,scale value-added interfaces,UBS Switzerland,Internal Fraud,Execution Errors,Transaction Settlement,Singapore,EMEA,11/2023,N,N,2023-12-07,NFR-9346,Vendor failure,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Process Failures event causing $41M loss.,AI Ops,Process Failures,Third-Party AI Risk,"Data Collection, Evaluation, Preprocessing",Risk due to Third-Party AI Risk in Client Onboarding.
61ea81f0-7874-4fdb-8fd8-dfd69708bdbc,Solis-Golden,Welch-Brown,Fraud incident occurred in Transaction Settlement process.,Fraud,42.49,Wealth Management,Corporate Finance,innovate value-added models,UBS AG,External Fraud,Execution Errors,Transaction Settlement,Germany,APAC,05/2023,Y,Y,2023-05-27,NFR-4744,Insider threat,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Data Privacy event causing $61M loss.,AI Compliance,Process Failures,Automation Risk,"Data Collection, Preprocessing, Evaluation",Risk due to Model Risk in Risk Assessment.
7249aa7e-edf2-489b-b3d0-db601925a7c7,Elliott Group,"Marshall, Martinez and Nielsen",Data Privacy incident occurred in Trade Booking process.,Fraud,66.54,Retail Banking,Retail Banking,transform strategic architectures,UBS Europe SE,External Fraud,Execution Errors,Risk Assessment,Germany,APAC,12/2023,N,Y,2023-12-23,NFR-7504,System failure,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Cybersecurity event causing $1M loss.,AI Compliance,Cybersecurity,Third-Party AI Risk,"Data Collection, Preprocessing, Model Selection",Risk due to Model Risk in Risk Assessment.
d54778d3-d7d5-46ac-be82-a582ad7ffe2e,"Goodwin, Austin and Vasquez",Williams-Griffin,Data Privacy incident occurred in Trade Booking process.,Fraud,8.58,Asset Management,Retail Banking,matrix compelling action-items,UBS AG,Execution Errors,Compliance Breach,Risk Assessment,Singapore,APAC,05/2024,Y,N,2024-06-06,NFR-6559,Vendor failure,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Process Failures event causing $49M loss.,AI Compliance,Third-Party Risk,Human Error,"Data Collection, Evaluation, Preprocessing",Risk due to Automation Risk in Client Onboarding.
