id,dataset_type,description,ai_taxonomy,current_erms_taxonomy,raw_meta_data,ai_taxonomy_detail,ai_root_cause,ai_enrichment
427,controls,Data quality issue in Trading Platform leading to client disruption,Technology Risk,OR-001: Processing Error,"{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_615"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 717450.16, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-19T13:09:20.133502"", ""acknowledged"": ""2025-08-21T13:09:20.133503"", ""resolved"": ""2025-08-28T13:09:20.133504""}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2024-11-07T13:09:20.133507""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""process_deviation""], ""risk_indicators"": {""probability"": 0.7183387696877238, ""impact_score"": 3, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_77"", ""technical_lead"": ""tech_79"", ""risk_reviewer"": ""risk_61""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_145"", ""tags"": [""resolved"", ""review""]}, ""financial_impact"": {""amount"": 570207.21, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-21T13:09:20.133517"", ""acknowledged"": ""2025-09-07T13:09:20.133518"", ""resolved"": ""2025-08-30T13:09:20.133519""}}"
428,controls,Process failure in Data Warehouse resulting in reputation damage,Model Risk,CR-002: Concentration Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_834"", ""tags"": [""monitoring"", ""review""]}, ""financial_impact"": {""amount"": 68054.38, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.133525"", ""acknowledged"": ""2025-09-01T13:09:20.133526"", ""resolved"": ""2025-08-20T13:09:20.133527""}}","{""status"": ""pending"", ""severity"": ""high"", ""created_date"": ""2024-10-28T13:09:20.133530""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""communication_breakdown""], ""risk_indicators"": {""probability"": 0.8115331964370192, ""impact_score"": 9, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Manual override""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_45"", ""technical_lead"": ""tech_74"", ""risk_reviewer"": ""risk_12""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P2"", ""assigned_to"": ""user_893"", ""tags"": [""review"", ""monitoring"", ""urgent""]}, ""financial_impact"": {""amount"": 574892.89, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-30T13:09:20.133539"", ""acknowledged"": ""2025-08-31T13:09:20.133540"", ""resolved"": null}}"
429,controls,Integration error between Data Warehouse and external service,Liquidity Risk,OR-002: System Failure,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_520"", ""tags"": [""monitoring"", ""escalated""]}, ""financial_impact"": {""amount"": 344320.77, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-05T13:09:20.133545"", ""acknowledged"": ""2025-08-25T13:09:20.133546"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""critical"", ""created_date"": ""2025-09-01T13:09:20.133548""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""system_overload"", ""inadequate_training""], ""risk_indicators"": {""probability"": 0.9031178392419072, ""impact_score"": 8, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_57"", ""technical_lead"": ""tech_98"", ""risk_reviewer"": ""risk_26""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_994"", ""tags"": [""resolved"", ""monitoring""]}, ""financial_impact"": {""amount"": 19512.78, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.133557"", ""acknowledged"": ""2025-08-15T13:09:20.133557"", ""resolved"": ""2025-09-03T13:09:20.133558""}}"
430,controls,Security breach detected in CRM System with operational delay,Reputational Risk,MR-003: Equity Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_407"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 119012.81, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-21T13:09:20.133563"", ""acknowledged"": ""2025-08-28T13:09:20.133564"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""medium"", ""created_date"": ""2025-06-28T13:09:20.133567""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""system_overload"", ""process_deviation"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.38758565330889927, ""impact_score"": 10, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_22"", ""technical_lead"": ""tech_16"", ""risk_reviewer"": ""risk_28""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_606"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 164535.84, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.133575"", ""acknowledged"": ""2025-08-26T13:09:20.133576"", ""resolved"": ""2025-08-28T13:09:20.133577""}}"
431,controls,Authorization bypass in Client Portal with operational delay,Reputational Risk,MR-003: Equity Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_437"", ""tags"": [""urgent"", ""escalated"", ""monitoring""]}, ""financial_impact"": {""amount"": 960943.45, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-04T13:09:20.133582"", ""acknowledged"": ""2025-08-31T13:09:20.133583"", ""resolved"": ""2025-08-27T13:09:20.133584""}}","{""status"": ""pending"", ""severity"": ""low"", ""created_date"": ""2025-06-18T13:09:20.133587""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""technical_debt"", ""vendor_issue"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.6106523729471255, ""impact_score"": 1, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Data correction"", ""Action 3: Manual override""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_86"", ""technical_lead"": ""tech_92"", ""risk_reviewer"": ""risk_56""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_287"", ""tags"": [""urgent"", ""review"", ""resolved""]}, ""financial_impact"": {""amount"": 419724.15, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-25T13:09:20.133599"", ""acknowledged"": ""2025-09-04T13:09:20.133600"", ""resolved"": null}}"
432,controls,Security breach detected in Trading Platform with service unavailability,Liquidity Risk,OR-003: Human Error,"{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_295"", ""tags"": [""review"", ""monitoring"", ""escalated""]}, ""financial_impact"": {""amount"": 215595.62, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-16T13:09:20.133605"", ""acknowledged"": ""2025-08-20T13:09:20.133606"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""medium"", ""created_date"": ""2024-10-14T13:09:20.133609""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""technical_debt""], ""risk_indicators"": {""probability"": 0.6294985321756901, ""impact_score"": 10, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: System restart"", ""Action 3: System restart""], ""long_term_solutions"": [""Solution 1: Training program"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_77"", ""technical_lead"": ""tech_57"", ""risk_reviewer"": ""risk_79""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_748"", ""tags"": [""urgent"", ""monitoring""]}, ""financial_impact"": {""amount"": 255201.95, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-17T13:09:20.133618"", ""acknowledged"": ""2025-08-27T13:09:20.133619"", ""resolved"": ""2025-08-28T13:09:20.133620""}}"
433,controls,System outage in Settlement System affecting reputation damage,Cyber Risk,OR-002: System Failure,"{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_230"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 25173.55, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-10T13:09:20.133624"", ""acknowledged"": ""2025-08-24T13:09:20.133625"", ""resolved"": ""2025-08-27T13:09:20.133626""}}","{""status"": ""active"", ""severity"": ""medium"", ""created_date"": ""2025-08-05T13:09:20.133629""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""process_deviation"", ""inadequate_training"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.9719940930738559, ""impact_score"": 3, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Data correction""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_85"", ""technical_lead"": ""tech_48"", ""risk_reviewer"": ""risk_88""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_542"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 106114.11, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.133638"", ""acknowledged"": ""2025-08-23T13:09:20.133638"", ""resolved"": null}}"
434,controls,Failed transaction processing in Data Warehouse resulting in audit findings,Reputational Risk,MR-001: Interest Rate Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_240"", ""tags"": [""review"", ""monitoring"", ""escalated""]}, ""financial_impact"": {""amount"": 853295.5, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-05T13:09:20.133644"", ""acknowledged"": ""2025-08-20T13:09:20.133645"", ""resolved"": ""2025-08-27T13:09:20.133646""}}","{""status"": ""resolved"", ""severity"": ""critical"", ""created_date"": ""2025-03-18T13:09:20.133648""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""inadequate_training"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.17444494530857863, ""impact_score"": 1, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: System restart"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_35"", ""technical_lead"": ""tech_63"", ""risk_reviewer"": ""risk_43""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_739"", ""tags"": [""review"", ""monitoring""]}, ""financial_impact"": {""amount"": 523860.61, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-30T13:09:20.133657"", ""acknowledged"": ""2025-08-19T13:09:20.133658"", ""resolved"": ""2025-08-31T13:09:20.133659""}}"
435,controls,Integration error between Risk Engine and external service,Legal Risk,OR-001: Processing Error,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_170"", ""tags"": [""resolved"", ""escalated"", ""monitoring""]}, ""financial_impact"": {""amount"": 966518.73, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-06T13:09:20.133664"", ""acknowledged"": ""2025-08-21T13:09:20.133665"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-07-08T13:09:20.133669""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""communication_breakdown"", ""system_overload"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.7680090240342486, ""impact_score"": 7, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Manual override"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_57"", ""technical_lead"": ""tech_40"", ""risk_reviewer"": ""risk_49""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_678"", ""tags"": [""escalated"", ""resolved""]}, ""financial_impact"": {""amount"": 331903.78, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.133678"", ""acknowledged"": ""2025-08-16T13:09:20.133679"", ""resolved"": null}}"
436,controls,Process failure in Reporting System resulting in financial loss,Model Risk,LR-001: Funding Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_240"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 93842.07, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.133685"", ""acknowledged"": ""2025-08-19T13:09:20.133686"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-01-19T13:09:20.133689""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""inadequate_training"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.1683385182869866, ""impact_score"": 4, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_74"", ""technical_lead"": ""tech_53"", ""risk_reviewer"": ""risk_96""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_411"", ""tags"": [""monitoring"", ""escalated""]}, ""financial_impact"": {""amount"": 722444.97, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-26T13:09:20.133698"", ""acknowledged"": ""2025-08-19T13:09:20.133699"", ""resolved"": ""2025-09-06T13:09:20.133700""}}"
437,controls,Configuration error in Trading Platform leading to regulatory concern,Cyber Risk,CR-002: Concentration Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_186"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 268584.49, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-02T13:09:20.133705"", ""acknowledged"": ""2025-08-31T13:09:20.133706"", ""resolved"": ""2025-09-02T13:09:20.133707""}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-05-02T13:09:20.133710""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""process_deviation"", ""system_overload""], ""risk_indicators"": {""probability"": 0.15726092402710187, ""impact_score"": 9, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_13"", ""technical_lead"": ""tech_40"", ""risk_reviewer"": ""risk_36""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_554"", ""tags"": [""resolved""]}, ""financial_impact"": {""amount"": 848054.69, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-19T13:09:20.133720"", ""acknowledged"": ""2025-08-29T13:09:20.133721"", ""resolved"": null}}"
438,controls,Compliance violation in Payment Gateway causing service unavailability,Legal Risk,MR-001: Interest Rate Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_822"", ""tags"": [""resolved""]}, ""financial_impact"": {""amount"": 549602.71, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.133726"", ""acknowledged"": ""2025-08-18T13:09:20.133727"", ""resolved"": ""2025-08-26T13:09:20.133728""}}","{""status"": ""pending"", ""severity"": ""medium"", ""created_date"": ""2025-04-03T13:09:20.133731""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""technical_debt""], ""risk_indicators"": {""probability"": 0.24764050813117125, ""impact_score"": 5, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: Data correction""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_66"", ""technical_lead"": ""tech_26"", ""risk_reviewer"": ""risk_81""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_827"", ""tags"": [""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 411274.73, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.133740"", ""acknowledged"": ""2025-08-18T13:09:20.133741"", ""resolved"": ""2025-08-28T13:09:20.133742""}}"
439,controls,Authorization bypass in CRM System with client disruption,Legal Risk,TR-001: Infrastructure Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_764"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 199408.55, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-24T13:09:20.133748"", ""acknowledged"": ""2025-08-18T13:09:20.133749"", ""resolved"": ""2025-09-02T13:09:20.133750""}}","{""status"": ""active"", ""severity"": ""critical"", ""created_date"": ""2025-06-07T13:09:20.133753""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""process_deviation""], ""risk_indicators"": {""probability"": 0.6931539726231836, ""impact_score"": 6, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_84"", ""technical_lead"": ""tech_63"", ""risk_reviewer"": ""risk_90""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P2"", ""assigned_to"": ""user_410"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 698896.06, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-21T13:09:20.133762"", ""acknowledged"": ""2025-09-02T13:09:20.133763"", ""resolved"": null}}"
440,controls,Security breach detected in CRM System with data corruption,Cyber Risk,TR-001: Infrastructure Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_989"", ""tags"": [""urgent"", ""monitoring""]}, ""financial_impact"": {""amount"": 845278.26, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.133769"", ""acknowledged"": ""2025-09-05T13:09:20.133770"", ""resolved"": ""2025-08-19T13:09:20.133771""}}","{""status"": ""active"", ""severity"": ""critical"", ""created_date"": ""2024-10-17T13:09:20.133774""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""inadequate_training""], ""risk_indicators"": {""probability"": 0.4722426046029954, ""impact_score"": 7, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_36"", ""technical_lead"": ""tech_88"", ""risk_reviewer"": ""risk_77""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_772"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 443832.92, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-14T13:09:20.133783"", ""acknowledged"": ""2025-08-26T13:09:20.133784"", ""resolved"": ""2025-08-26T13:09:20.133785""}}"
441,controls,Performance degradation in Settlement System impacting audit findings,Credit Risk,CR-002: Concentration Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_995"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 122671.29, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-03T13:09:20.133790"", ""acknowledged"": ""2025-08-30T13:09:20.133791"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2025-02-14T13:09:20.133794""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""vendor_issue"", ""process_deviation"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.9097423193454052, ""impact_score"": 3, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_66"", ""technical_lead"": ""tech_56"", ""risk_reviewer"": ""risk_39""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_917"", ""tags"": [""review"", ""urgent"", ""monitoring""]}, ""financial_impact"": {""amount"": 618877.11, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-28T13:09:20.133804"", ""acknowledged"": ""2025-08-24T13:09:20.133805"", ""resolved"": ""2025-08-23T13:09:20.133806""}}"
442,controls,Authorization bypass in Settlement System with service unavailability,Reputational Risk,CR-001: Default Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_920"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 53799.24, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-10T13:09:20.133811"", ""acknowledged"": ""2025-08-16T13:09:20.133812"", ""resolved"": ""2025-08-29T13:09:20.133813""}}","{""status"": ""pending"", ""severity"": ""critical"", ""created_date"": ""2025-06-18T13:09:20.133816""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""technical_debt"", ""system_overload"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.19583157595031714, ""impact_score"": 10, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_83"", ""technical_lead"": ""tech_68"", ""risk_reviewer"": ""risk_75""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_599"", ""tags"": [""escalated"", ""resolved""]}, ""financial_impact"": {""amount"": 25181.28, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-26T13:09:20.133825"", ""acknowledged"": ""2025-08-30T13:09:20.133826"", ""resolved"": null}}"
443,controls,Performance degradation in Data Warehouse impacting financial loss,Cyber Risk,CR-003: Settlement Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_906"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 824551.74, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.133832"", ""acknowledged"": ""2025-08-28T13:09:20.133832"", ""resolved"": ""2025-09-02T13:09:20.133834""}}","{""status"": ""pending"", ""severity"": ""low"", ""created_date"": ""2024-11-11T13:09:20.133837""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""vendor_issue"", ""inadequate_training"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.43963079187919085, ""impact_score"": 7, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Process bypass"", ""Action 3: Manual override""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_31"", ""technical_lead"": ""tech_26"", ""risk_reviewer"": ""risk_78""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_929"", ""tags"": [""escalated"", ""monitoring"", ""urgent""]}, ""financial_impact"": {""amount"": 143891.21, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-06T13:09:20.133846"", ""acknowledged"": ""2025-09-02T13:09:20.133847"", ""resolved"": ""2025-09-04T13:09:20.133848""}}"
444,controls,Performance degradation in Payment Gateway impacting client disruption,Reputational Risk,LR-002: Market Liquidity Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_677"", ""tags"": [""urgent"", ""resolved"", ""monitoring""]}, ""financial_impact"": {""amount"": 374209.55, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.133854"", ""acknowledged"": ""2025-08-21T13:09:20.133855"", ""resolved"": ""2025-09-07T13:09:20.133856""}}","{""status"": ""pending"", ""severity"": ""medium"", ""created_date"": ""2025-03-29T13:09:20.133859""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""technical_debt"", ""system_overload"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.6897305332532687, ""impact_score"": 10, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_29"", ""technical_lead"": ""tech_17"", ""risk_reviewer"": ""risk_39""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_396"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 848886.64, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-22T13:09:20.133868"", ""acknowledged"": ""2025-09-06T13:09:20.133869"", ""resolved"": ""2025-09-06T13:09:20.133870""}}"
445,controls,Compliance violation in Risk Engine causing service unavailability,Strategic Risk,LR-001: Funding Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_250"", ""tags"": [""monitoring"", ""escalated""]}, ""financial_impact"": {""amount"": 90877.45, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-05T13:09:20.133876"", ""acknowledged"": ""2025-08-31T13:09:20.133877"", ""resolved"": ""2025-08-25T13:09:20.133878""}}","{""status"": ""active"", ""severity"": ""low"", ""created_date"": ""2025-07-20T13:09:20.133881""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""communication_breakdown"", ""system_overload"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.5937416430111121, ""impact_score"": 3, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: Data correction""], ""long_term_solutions"": [""Solution 1: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_83"", ""technical_lead"": ""tech_45"", ""risk_reviewer"": ""risk_36""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_295"", ""tags"": [""urgent"", ""review"", ""escalated""]}, ""financial_impact"": {""amount"": 451410.25, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-15T13:09:20.133891"", ""acknowledged"": ""2025-08-28T13:09:20.133891"", ""resolved"": null}}"
